"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","cell periphery","3","6","116","20808","3.05e-4","1.71e-2","89.69","1.69e-2","1.68e-2","3.34e-6","KRT19,KRT18,RHOA"
"GOTERM_CC_DIRECT","cell surface","3","6","701","20808","1.06e-2","2.97e-1","14.84","4.49e-1","2.91e-1","7.06e-4","C1QBP,GPC3,ITGAE"
"GOTERM_CC_DIRECT","plasma membrane","5","6","5927","20808","2.54e-2","3.96e-1","2.93","7.63e-1","3.89e-1","8.57e-3","KRT19,C1QBP,GPC3,ITGAE,RHOA"
"GOTERM_CC_DIRECT","keratin filament","2","6","119","20808","2.83e-2","3.96e-1","58.29","7.99e-1","3.89e-1","4.79e-4","KRT19,KRT18"
"GOTERM_CC_DIRECT","intermediate filament","2","6","201","20808","4.74e-2","4.55e-1","34.51","9.34e-1","4.47e-1","1.36e-3","KRT19,KRT18"
"GOTERM_CC_DIRECT","cytoskeleton","3","6","1569","20808","4.87e-2","4.55e-1","6.63","9.39e-1","4.47e-1","7.20e-3","KRT19,KRT18,RHOA"
"GOTERM_CC_DIRECT","extracellular exosome","3","6","2242","20808","9.30e-2","7.44e-1","4.64","9.96e-1","7.31e-1","1.94e-2","KRT19,KRT18,RHOA"

