"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","protein localization to membrane","2","53","34","19512","8.68e-2","5.33e-1","21.66","1.00e+0","5.10e-1","3.84e-3","CRK,FERMT2"
"GOTERM_BP_DIRECT","Wnt signaling pathway, planar cell polarity pathway","2","53","34","19512","8.68e-2","5.33e-1","21.66","1.00e+0","5.10e-1","3.84e-3","RAC1,RHOA"
"GOTERM_BP_DIRECT","adherens junction organization","2","53","34","19512","8.68e-2","5.33e-1","21.66","1.00e+0","5.10e-1","3.84e-3","CDH3,CDH1"
"GOTERM_BP_DIRECT","plasma membrane repair","2","53","34","19512","8.68e-2","5.33e-1","21.66","1.00e+0","5.10e-1","3.84e-3","MYH9,MYH10"
"GOTERM_BP_DIRECT","intracellular zinc ion homeostasis","2","53","35","19512","8.92e-2","5.43e-1","21.04","1.00e+0","5.21e-1","4.07e-3","MT2A,MT1X"
"GOTERM_BP_DIRECT","positive regulation of cell-substrate adhesion","2","53","37","19512","9.41e-2","5.60e-1","19.90","1.00e+0","5.36e-1","4.54e-3","COL26A1,RAC1"
"GOTERM_BP_DIRECT","establishment of mitotic spindle orientation","2","53","37","19512","9.41e-2","5.60e-1","19.90","1.00e+0","5.36e-1","4.54e-3","ITGB1,DCTN1"
"GOTERM_BP_DIRECT","endodermal cell differentiation","2","53","37","19512","9.41e-2","5.60e-1","19.90","1.00e+0","5.36e-1","4.54e-3","ITGB5,MYH9"
"GOTERM_BP_DIRECT","leukocyte migration","2","53","38","19512","9.65e-2","5.69e-1","19.38","1.00e+0","5.46e-1","4.78e-3","MYH9,ITGA6"

