gene_symbol,pct_cells_expressing,mean expression,is_hvg_in_atlas,Category,Subcategory,Matrisome Division,passes_global_filter,max_pct_any_celltype,passes_celltype_filter,top_celltype,top_region,temporal_cv,passes_combined,hvg_passes_combined
CCN1,2.449369640873725,0.12595764,True,Matricellular Proteins,CCN Family,Core Matrisome,True,9.285390933195613,True,CP,Dorsal midbrain,1.1172175,True,True
CCN2,1.8198576961878326,0.09799181,True,Matricellular Proteins,CCN Family,Core Matrisome,True,9.14440923494818,True,CP,Dorsal midbrain,1.4852828,True,True
CCN3,0.9177793918145013,0.04683493,True,Matricellular Proteins,CCN Family,Core Matrisome,False,2.969669533725737,False,CP,Medulla,1.4333389,False,False
CCN5,0.1158943576617374,0.005681201,False,Matricellular Proteins,CCN Family,Core Matrisome,False,0.245570596472713,False,MC,Cerebellum,1.2947943,False,False
CCN4,0.06020632810302561,0.002966346,False,Matricellular Proteins,CCN Family,Core Matrisome,False,0.688003571935945,False,MC,Ventral midbrain,1.3351775,False,False
CCN6,0.021800790476330243,0.0010873403,False,Matricellular Proteins,CCN Family,Core Matrisome,False,0.10147545308789793,False,MC,Dorsal midbrain,1.6689932,False,False
ACTB,97.23316340602211,7.6849146,False,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,100.00000000000348,True,Microglia,Ventral telencephalon,0.07535808,True,False
RAC1,81.86467921651791,5.1637783,False,Mechanotransduction,Rho GTPase Signaling,N/A (Intracellular),True,99.49702789209309,True,Astrocyte,Dorsal telencephalon,0.094648644,True,False
CDC42,73.2550613405481,4.4542317,False,Mechanotransduction,Rho GTPase Signaling,N/A (Intracellular),True,97.8509373571136,True,PSC,Ventral telencephalon,0.21126403,True,False
RHOA,58.07538555145958,3.3107142,False,Mechanotransduction,Rho GTPase Signaling,N/A (Intracellular),True,99.26840420667928,True,PSC,Unspecific,0.28652775,True,False
SYNE2,47.20153531752841,2.795328,True,Mechanotransduction,LINC Complex,N/A (Nuclear Envelope),True,92.94369208835322,True,Dorsal Telencephalic IP,Dorsal telencephalon,0.32312772,True,True
MYH10,38.90480961574433,2.086373,False,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,87.60859625057445,True,PSC,Dorsal midbrain,0.5127054,True,False
ROCK1,32.03925497783505,1.6726807,False,Mechanotransduction,Rho GTPase Signaling,N/A (Intracellular),True,74.71422039323498,True,PSC,Ventral telencephalon,0.47043642,True,False
CRK,31.23042305969176,1.6155564,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,61.408321902150654,True,PSC,Ventral telencephalon,0.37294805,True,False
PTK2,30.093054358653447,1.5788897,False,Mechanotransduction,Focal Adhesion Kinases,N/A (Intracellular),True,69.09007773205501,True,PSC,Dorsal midbrain,0.50419015,True,False
ILK,30.046741798575415,1.5584941,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,68.12985825331697,True,PSC,Unspecific,0.6249239,True,False
ROCK2,29.497260216869105,1.5452323,False,Mechanotransduction,Rho GTPase Signaling,N/A (Intracellular),True,51.71467764060468,True,PSC,Dorsal telencephalon,0.28755954,True,False
EMD,29.239265369995383,1.4996647,False,Mechanotransduction,Nuclear Mechanotransduction,N/A (Nuclear),True,65.70644718793048,True,PSC,Unspecific,0.36061475,True,False
LMNB1,26.028901296878903,1.3937744,True,Mechanotransduction,Nuclear Mechanotransduction,N/A (Nuclear),True,71.50910386832165,True,Dorsal Telencephalic IP,Ventral telencephalon,0.6567008,True,True
LMNA,23.646515431920246,1.2229055,True,Mechanotransduction,Nuclear Mechanotransduction,N/A (Nuclear),True,68.86705557261922,True,NC Derivatives,Unspecific,0.45251134,True,True
SUN1,23.56625915402498,1.1982749,False,Mechanotransduction,LINC Complex,N/A (Nuclear Envelope),True,42.34110653863806,True,PSC,Ventral midbrain,0.4389465,True,False
FERMT2,23.436583985800116,1.2063231,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,75.49154092364198,True,Astrocyte,Unspecific,0.5764737,True,False
FLNA,22.845138706335497,1.1717031,False,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,77.27480566986978,True,PSC,Unspecific,0.5265329,True,False
STK4,20.377074605177704,1.0241461,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,41.33516232281725,True,PSC,Dorsal telencephalon,0.48356596,True,False
MOB1A,20.324323469671597,1.0250236,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,68.54138088706185,True,Microglia,Unspecific,0.48178086,True,False
TEAD1,20.03323208594732,1.0347196,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,48.14814814814909,True,Neuroepithelium,Ventral midbrain,0.6200835,True,False
VCL,15.95202244696786,0.7998626,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,64.70050297210966,True,PSC,Unspecific,0.8206692,True,False
SYNE1,15.813931947704013,0.80858296,False,Mechanotransduction,LINC Complex,N/A (Nuclear Envelope),True,35.62382547593652,True,OPC,Ventral midbrain,0.7602412,True,False
ZYX,14.893667491669206,0.73813796,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,45.90763603109365,True,PSC,Unspecific,0.8744734,True,False
TLN1,14.696330802741647,0.72381103,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,54.046639231825644,True,Microglia,Unspecific,0.5526824,True,False
SAV1,14.256813311833161,0.6993332,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,55.052583447646455,True,PSC,Unspecific,0.6101492,True,False
BCAR1,14.035868513011007,0.6987437,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,40.32921810699644,True,EC,Unspecific,0.14672212,True,False
TEAD2,13.62267011112377,0.68628967,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,75.99451303155237,True,PSC,Unspecific,1.0870963,True,False
YAP1,12.981410590206915,0.647937,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,75.76588934613856,True,PSC,Unspecific,0.80967766,True,False
CRKL,12.963450353492846,0.6370587,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,37.402834933699545,True,PSC,Unspecific,0.97509027,True,False
LMNB2,12.756060450303952,0.6299717,False,Mechanotransduction,Nuclear Mechanotransduction,N/A (Nuclear),True,54.2295381801567,True,PSC,Ventral telencephalon,0.6569044,True,False
NF2,12.65682731852212,0.6219785,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,25.240054869684307,True,Astrocyte,Ventral midbrain,0.6503311,True,False
MOB1B,12.460563725499833,0.61715513,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,25.422896966921137,True,Neuroepithelium,Ventral midbrain,0.47059363,True,False
SUN2,12.171449097395842,0.6222384,False,Mechanotransduction,LINC Complex,N/A (Nuclear Envelope),True,46.062831497347425,True,EC,Dorsal telencephalon,0.42146477,True,False
TRPM7,12.132930602305606,0.6002188,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),True,33.561957018747364,True,PSC,Dorsal midbrain,0.608147,True,False
LATS1,12.010654147950236,0.5938544,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,24.14266117969802,True,PSC,Dorsal midbrain,0.45765015,True,False
AMOTL1,11.411019452388588,0.5661554,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,47.46227709190763,True,PSC,Ventral midbrain,0.5108905,True,False
TLN2,11.15641332941676,0.5532358,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,44.71879286694179,True,PSC,Cerebellum,0.53371286,True,False
AMOTL2,10.842165665660048,0.54358566,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,37.63145861911336,True,Dorsal Telencephalic IP,Pons,0.33513016,True,False
MYH9,9.227947031973747,0.44627824,False,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,56.24142661179832,True,PSC,Unspecific,1.027534,True,False
FLNB,8.839542793358559,0.43387696,False,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,53.13214449017036,True,PSC,Ventral midbrain,0.72744083,True,False
STK3,8.830732111197156,0.44201317,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,28.21216278006397,True,MC,Dorsal midbrain,0.8643691,True,False
WWC1,8.662086618030813,0.43117124,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,22.554947299621382,True,Astrocyte,Dorsal telencephalon,0.4064663,True,False
WWTR1,8.650282563083804,0.43620577,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,50.60894483676517,True,NC Derivatives,Unspecific,1.247062,True,False
SRC,7.635811582422759,0.3745783,False,Mechanotransduction,Focal Adhesion Kinases,N/A (Intracellular),True,28.12071330589844,True,PSC,Ventral telencephalon,0.36437258,True,False
SRF,7.045721792535965,0.3421092,False,Mechanotransduction,Cytoskeletal / Transcription,N/A (Intracellular),True,24.599908550525633,True,PSC,Ventral telencephalon,0.47520396,True,False
PARVA,6.808680555155139,0.32723632,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,41.15226337448619,True,PSC,Unspecific,0.7298491,True,False
TRPC1,6.80314563943836,0.33838633,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),True,14.034398891907099,True,Neuroepithelium,Dorsal midbrain,0.7002679,True,False
PXN,5.3699978199152545,0.25878596,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,27.114769090077633,True,PSC,Unspecific,1.3422226,True,False
AMOT,4.850732359710508,0.23364268,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,24.554183813442872,True,PSC,Unspecific,0.9296741,True,False
TEAD3,4.274536337847466,0.20410892,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,19.112940100594283,True,PSC,Unspecific,0.8078439,True,False
ACTA2,4.241778673401223,0.21719933,True,Mechanotransduction,Cytoskeletal,N/A (Intracellular),True,68.66585067319309,True,EC,Medulla,1.2636243,True,True
PIEZO2,3.9159528696247192,0.19551055,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),True,11.91930671970635,True,MC,Ventral midbrain,0.76007575,True,False
LATS2,3.68602795245118,0.17376268,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,16.918152720621745,True,PSC,Ventral midbrain,0.78305656,True,False
PARVB,2.808348460219099,0.13364159,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),True,24.46273433927735,True,Microglia,Ventral midbrain,0.93976164,True,False
KCNK2,2.015782416815444,0.09926927,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),True,3.3993993993994054,False,Dorsal Telencephalic Neuron,Cerebellum,0.6302174,False,False
TEAD4,1.56214524296679,0.073047325,False,Mechanotransduction,Hippo Pathway,N/A (Intracellular),True,50.70873342478387,True,PSC,Unspecific,1.1170928,True,False
PIEZO1,0.9420652464902384,0.04338334,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,7.798587657353543,True,NC Derivatives,Unspecific,0.92475665,False,False
TRPC6,0.786296904174697,0.038899563,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,5.12117055326932,True,PSC,Dorsal telencephalon,1.2427607,False,False
FERMT3,0.6374189671394693,0.029727524,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),False,38.54166666666668,True,Microglia,Ventral midbrain,0.64128345,False,False
FERMT1,0.45663054663501595,0.02074869,False,Mechanotransduction,Focal Adhesion Mechanosensors,N/A (Intracellular),False,12.80292638317323,True,PSC,Unspecific,1.8707204,False,False
TRPV4,0.4356769371357494,0.020667842,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,16.643804298125175,True,PSC,Unspecific,1.0869503,False,False
KCNK4,0.3829258016308574,0.018930692,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,0.7935380431473581,False,MC,Ventral midbrain,1.8734257,False,False
TMC2,0.21207763792389975,0.01042459,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,0.3928360980661778,False,Ventral Telencephalic Neuron,Ventral midbrain,0.84385645,False,False
TMC1,0.1719777383430842,0.008312651,False,Mechanotransduction,Mechanosensitive Ion Channels,N/A (Membrane),False,0.5719421521366138,False,Astrocyte,Ventral midbrain,1.8792446,False,False
VCAN,41.686726029407204,2.3979268,True,Proteoglycans,Lectican / CSPG,Core Matrisome,True,92.82121627800954,True,PSC,Dorsal telencephalon,0.42474306,True,True
GPC1,24.019105625639504,1.2500433,False,Proteoglycans,Glypicans (GPI-anchored HSPG),Matrisome-Associated,True,50.78688685521831,True,Dorsal Telencephalic NPC,Dorsal telencephalon,0.37914976,True,False
NCAN,23.00779745393463,1.2481204,True,Proteoglycans,Lectican / CSPG,Core Matrisome,True,63.71435574799656,True,Astrocyte,Dorsal telencephalon,0.63404745,True,True
SDC2,17.398103896109582,0.8999324,True,Proteoglycans,Syndecans (Cell-Surface HSPG),Matrisome-Associated,True,53.04069501600483,True,MC,Unspecific,0.81752163,True,True
SDC3,15.869337583604967,0.80438846,False,Proteoglycans,Syndecans (Cell-Surface HSPG),Matrisome-Associated,True,57.42503472504187,True,Astrocyte,Unspecific,0.53521883,True,False
GPC6,14.674925363387455,0.78245723,False,Proteoglycans,Glypicans (GPI-anchored HSPG),Matrisome-Associated,True,34.91803815068184,True,Neuroepithelium,Dorsal midbrain,1.1672406,True,False
GPC4,13.92635625204062,0.7133545,False,Proteoglycans,Glypicans (GPI-anchored HSPG),Matrisome-Associated,True,63.008687700047396,True,PSC,Unspecific,0.9325413,True,False
AGRN,12.410297654194393,0.6192497,False,Proteoglycans,Basement Membrane HSPG,Core Matrisome,True,46.913580246914464,True,PSC,Pons,0.4546153,True,False
BCAN,11.855337635489603,0.7094833,True,Proteoglycans,Lectican / CSPG,Core Matrisome,True,92.73633466782123,True,Astrocyte,Unspecific,1.156054,True,True
GPC3,8.94459323451375,0.49704513,True,Proteoglycans,Glypicans (GPI-anchored HSPG),Matrisome-Associated,True,75.44581618655921,True,PSC,Thalamus,1.7962024,True,True
SDC1,4.631538401579704,0.2221192,False,Proteoglycans,Syndecans (Cell-Surface HSPG),Matrisome-Associated,True,17.283950617283832,True,Neuroepithelium,Dorsal midbrain,1.0203724,True,False
DCN,4.289107850652863,0.27017802,True,Proteoglycans,SLRP,Core Matrisome,True,81.44013963028738,True,MC,Unspecific,1.2669901,True,True
LUM,3.744596397331789,0.21316946,True,Proteoglycans,SLRP,Core Matrisome,True,63.52769265116889,True,MC,Unspecific,0.9751002,True,True
HSPG2,3.5038275636519076,0.1662036,False,Proteoglycans,Basement Membrane HSPG,Core Matrisome,True,44.947416552355605,True,PSC,Unspecific,1.279917,True,False
SDC4,2.8279465801550403,0.13232681,False,Proteoglycans,Syndecans (Cell-Surface HSPG),Matrisome-Associated,True,47.91952446273527,True,PSC,Unspecific,1.3630822,True,False
GPC5,1.4822278374640738,0.0832134,True,Proteoglycans,Glypicans (GPI-anchored HSPG),Matrisome-Associated,True,4.704224201323439,False,Astrocyte,Ventral midbrain,1.5124552,False,False
BGN,1.2647847200185212,0.064623505,True,Proteoglycans,SLRP,Core Matrisome,True,18.421860607921094,True,MC,Unspecific,0.6581974,True,True
PRELP,0.8459384449597629,0.040197387,False,Proteoglycans,SLRP,Core Matrisome,False,6.693276020878222,True,NC Derivatives,Unspecific,0.8315919,False,False
OGN,0.7173928513738667,0.037826445,True,Proteoglycans,SLRP,Core Matrisome,False,13.279077791084108,True,MC,Unspecific,1.3923717,False,False
ASPN,0.5949469608228967,0.029954039,True,Proteoglycans,SLRP,Core Matrisome,False,6.766383211901167,True,MC,Unspecific,1.7624912,False,False
OMD,0.26059286854349534,0.012628947,False,Proteoglycans,SLRP,Core Matrisome,False,1.7433482840500762,False,MC,Dorsal midbrain,2.1344209,False,False
ACAN,0.19914400834079451,0.009640958,False,Proteoglycans,Lectican / CSPG,Core Matrisome,False,3.9402312966943227,False,NC Derivatives,Unspecific,0.91713834,False,False
FMOD,0.17062224877978882,0.008554511,True,Proteoglycans,SLRP,Core Matrisome,False,4.435299497027891,False,MC,Unspecific,0.8019915,False,False
OPTC,0.10951226096788827,0.004898878,False,Proteoglycans,SLRP,Core Matrisome,False,3.795153177869224,False,PSC,Unspecific,2.2896152,False,False
KERA,0.025697822970803745,0.0012833665,False,Proteoglycans,SLRP,Core Matrisome,False,0.6413248635155123,False,MC,Unspecific,1.2205471,False,False
EPYC,0.024398812139312578,0.0012246736,True,Proteoglycans,SLRP,Core Matrisome,False,0.50534775637773,False,MC,Unspecific,1.1352291,False,False
CHAD,0.02309980130782141,0.0011305597,False,Proteoglycans,SLRP,Core Matrisome,False,0.7447447447447444,False,OPC,Cerebellum,1.2989744,False,False
