,Astrocyte,CP,Dorsal Telencephalic IP,Dorsal Telencephalic NPC,Dorsal Telencephalic Neuron,EC,Glioblast,MC,Microglia,NC Derivatives,Neuroepithelium,Non-telencephalic NPC,Non-telencephalic Neuron,OPC,PSC,Ventral Telencephalic NPC,Ventral Telencephalic Neuron
CRKL,1.0173737,0.34541282,0.79830396,0.66220874,0.5554044,0.28726533,0.81832933,0.65791565,0.46740466,0.48685515,1.108024,0.6337659,0.49555138,0.9086687,1.4795246,0.9660396,0.59545684
PIEZO1,0.21308051,0.06071017,0.014902077,0.019969579,0.011527627,0.16149338,0.11032314,0.23763789,0.19567233,0.360403,0.08566376,0.049013004,0.0094724065,0.09684097,0.24225293,0.031492677,0.010110582
PIEZO2,0.13425505,0.07771892,0.21287264,0.17141011,0.039864026,0.1775859,0.16186643,0.61240816,0.089138344,0.31634215,0.39901617,0.54171383,0.1055843,0.16918373,0.10386064,0.28366333,0.08382309
TRPV4,0.0033128427,0.20586102,0.002837855,0.0016631663,0.0017764488,0.0,0.0017992754,0.022219365,0.050903346,0.045390382,0.067271106,0.016241837,0.017304623,0.011071445,0.63632977,0.005879791,0.012956813
TRPC1,0.3713701,0.17843328,0.10925,0.15087406,0.2103957,0.14994319,0.2559821,0.52404743,0.0,0.24170648,0.6463441,0.63487905,0.44360173,0.31964192,0.4759834,0.3319165,0.27549255
TRPC6,0.0017373904,0.054669213,0.09252698,0.18684131,0.02243088,0.0,0.0018760301,0.06319395,0.0,0.006337311,0.013811095,0.008808535,0.007832982,0.004934764,0.19613233,0.004075376,0.0030343172
TRPM7,0.7559725,0.5762515,0.53488415,0.48285684,0.49624813,0.26005766,0.6273675,0.7790494,0.7632499,0.6452344,1.0426669,0.75962937,0.5042866,0.74173695,1.3303111,0.7188201,0.56907773
KCNK2,0.04185642,0.025769785,0.0375087,0.09158196,0.15367207,0.025471807,0.04270773,0.10548609,0.045760706,0.05363707,0.08921247,0.08815192,0.078330256,0.15206183,0.01377058,0.12769914,0.05257654
KCNK4,0.028479306,0.010465939,0.002542119,0.002126556,0.026330011,0.0019875048,0.019591438,0.037335563,0.0,0.015635068,0.004546996,0.019058203,0.029394345,0.019260872,0.0070882807,0.0036101835,0.011246132
TMC1,0.025224851,0.0044435193,0.00049437565,0.0026270852,0.003796866,0.0,0.011324128,0.018602274,0.0,0.010955316,0.012543104,0.02003652,0.0042648767,0.0009945089,0.0019226297,0.004300514,0.010247953
TMC2,0.0030589295,0.0033259431,0.0024206766,0.0038955866,0.014948372,0.002284299,0.0018793831,0.0063376497,0.0,0.0023476298,0.0036623583,0.008675406,0.01720403,0.013373459,0.010223336,0.0031989147,0.019182066
DDR1,4.35205,1.4745914,1.9941446,1.7065932,1.3386806,1.904062,3.1812544,2.3453422,0.16796124,0.44516107,2.1049178,2.3433836,1.4820222,3.3548582,1.4552019,2.5441914,1.7609637
DDR2,0.14824083,0.50040853,0.03577116,0.06944182,0.061937805,0.047128756,0.15142052,0.94922245,0.0,0.64704615,0.11988152,0.18184556,0.0764382,0.08826769,0.18659396,0.09878185,0.043227922
CD44,2.1144545,0.27719685,0.020044867,0.041383065,0.02401813,0.8024475,0.74523175,1.1140153,1.6612774,1.6976414,0.09129125,0.4698721,0.03790795,0.09115385,0.21392508,0.094188236,0.051373214
DAG1,2.455812,0.6502965,0.78766876,0.7830638,0.5674005,0.5665752,1.5673987,1.4727745,0.15973276,2.2891827,1.4824085,0.94858485,0.46972188,1.1809816,2.4310172,1.0938934,0.5028454
RPSA,6.4732056,6.3419943,7.508065,7.425937,6.7413235,7.76107,6.8499265,6.069718,3.441009,6.4072337,7.359038,6.15931,4.8533807,6.8208704,8.005524,7.3277993,6.7269325
BCAM,0.33393428,0.9340006,0.18564777,0.4310617,0.08641119,0.044052884,0.25493887,1.1052153,0.2112994,0.1621461,1.0102484,0.4421673,0.16177477,0.14623378,2.403111,0.48296878,0.082401015
HMMR,0.09941145,0.26224956,1.4526695,0.678253,0.040354565,0.13682668,0.3415455,0.13515404,0.6455503,0.31004673,1.3504981,0.5542108,0.078386895,0.28956175,2.5327282,1.2199382,0.057023484
LYVE1,0.009850325,0.00094926875,0.0,0.0006628281,0.0005344007,0.0,0.001772512,0.012496492,2.1694796,0.032051727,0.005739293,0.01980628,0.0033656564,0.005580758,0.0018311447,0.0018378301,0.001441438
MMP1,0.00092068536,0.003052917,0.0,0.00021046768,0.0006564424,0.0,0.0015351677,0.029511314,0.11012918,0.0054507353,0.0010067155,0.0013526685,0.009274458,0.0009872706,0.0016236962,0.0011558702,0.0021913091
MMP2,0.42943442,0.44096616,0.005541514,0.0076938393,0.012299214,0.21275252,0.25328335,1.2174687,0.3184098,3.1839526,1.2842702,0.35804495,0.11051,1.2304369,3.4786775,0.17755301,0.1545116
MMP3,0.00017561251,0.0026651155,0.0,0.0008495738,0.0023015891,0.0,0.0010869119,0.0051780604,0.0,0.0005369421,0.007517442,0.0034240251,0.0020201309,0.0011516247,0.02854887,0.0020459085,0.0011936205
MMP7,0.043330792,0.0014993326,0.0006627684,0.0018598494,0.0012337671,0.0,0.041408833,0.019053737,0.0,0.0004944438,0.00034226343,0.0025194376,0.0020603412,0.0033651367,0.0,0.0035017463,0.0022849168
MMP8,0.0001071592,0.0,0.0,4.722944e-05,5.2692252e-05,0.0,0.0,0.0,0.0,0.0,8.79728e-05,4.3147622e-05,7.821567e-05,0.0,0.0,0.0,0.00021932415
MMP9,0.005096361,0.014006372,0.0042972732,0.012546778,0.020171821,0.0,0.007580754,0.0697716,0.9942076,0.015962314,0.052122068,0.020120434,0.015479041,0.009221164,0.16184983,0.010838614,0.013405069
MMP10,0.0018869844,0.016947262,0.00031998765,0.0005637071,0.0032806243,0.0,0.004124016,0.03605337,0.0,0.005257037,0.0013943376,0.010727896,0.02647317,0.003390441,0.0,0.0008982227,0.00327938
MMP11,0.087185875,0.08681504,0.093803756,0.106241554,0.16200641,0.018861955,0.08171044,0.40828586,0.052914746,0.20758413,0.39196545,0.1315482,0.06625602,0.02405963,0.43178943,0.12142097,0.07878429
MMP12,0.0,0.0,0.000302503,2.084862e-05,0.00015687665,0.0,4.927783e-05,0.0005392087,0.07324699,0.002235273,0.00015868437,0.0012191944,0.00061326125,0.0,0.0,0.00017288991,0.00022460023
MMP13,0.00026712543,0.000120007455,0.00029897824,0.00015507943,0.00031412044,0.0,0.0001523092,0.0034999575,0.0,0.0,0.00030825523,0.00030061495,0.00022079614,0.0,0.0,0.0002516269,0.00014480924
MMP14,1.3269826,0.26746786,0.13005303,0.066672,0.029784473,0.13973609,0.5298466,1.1857479,2.0021021,1.4064623,0.17447147,0.18278094,0.034227706,0.17924139,0.59758675,0.1443438,0.046797577
MMP15,1.2079107,0.2572561,0.35086277,0.28387398,0.4095443,0.19605373,0.8951234,0.24456017,0.2577737,0.6923567,0.43896037,0.43755066,0.438094,0.3236952,2.110497,0.6844859,0.35938784
MMP16,0.49478838,0.2424261,0.6061862,0.26931173,0.6855597,0.37145978,0.4563656,0.75651675,0.043761373,0.3559466,1.1065432,0.7057562,0.76838326,2.1479933,0.37656826,0.6631343,0.63210475
MMP17,0.31663394,0.109250695,0.14508805,0.1577963,0.34296283,0.034480784,0.2765693,0.9595434,0.05247451,0.91794986,0.29129994,0.24472365,0.4115181,0.37364733,0.52633756,0.14995188,0.288588
MMP19,0.027823916,0.011333905,0.0057259123,0.007161462,0.0066077076,0.004123727,0.015272413,0.06333913,0.045730345,0.05519383,0.01684191,0.02024417,0.01001121,0.041620854,0.031395677,0.010335669,0.009817259
MMP24,0.06089269,0.121409714,0.048615135,0.016919948,0.4119604,0.033102937,0.05882881,0.09892276,0.0,0.04614566,0.10271249,0.10778358,0.3984976,0.19005424,0.04107375,0.09315003,0.41330966
MMP25,0.025691753,0.01252327,0.0030304033,0.0032209326,0.007041556,0.0,0.009582589,0.020569894,0.08743687,0.003394383,0.018771343,0.007827983,0.008574907,0.011880816,0.11797278,0.0075621894,0.0065851402
MMP28,0.3009377,0.025195407,0.023965416,0.028283216,0.076344356,0.007770436,0.25642812,0.067922115,0.045760706,0.06995457,0.020250434,0.030760907,0.023632517,0.03724883,0.007351476,0.036749613,0.030498946
TIMP1,3.7567725,1.9762465,0.7304435,1.5034058,0.20283337,2.3765266,2.7433257,5.5957565,4.5670443,5.4727373,3.0478344,2.3423817,0.5871979,2.0369637,5.029521,1.5859628,0.36189696
TIMP2,4.3037214,1.2318673,1.4797019,1.0279285,1.2559631,0.31232968,2.8166158,3.669176,2.283737,3.5921843,1.1495967,1.3075416,1.2070738,2.203457,1.4163793,1.5618054,1.4039465
TIMP3,2.395229,0.9483,0.118294634,0.28349158,0.14444157,0.15268683,1.2683109,1.2022363,0.0,3.0636086,0.63455397,0.48464912,0.22266586,0.43620834,0.56367534,0.41454893,0.111897245
TIMP4,0.22799167,0.002381234,0.0006202104,0.0023383198,0.0021619007,0.0020106514,0.07017422,0.15760806,0.0,0.04806609,0.054456487,0.052941754,0.00823467,0.32777607,0.099927776,0.0080778925,0.0054609887
ADAM10,1.2201827,0.8180899,1.0752363,0.8920118,0.8278379,0.6491136,1.0285333,0.9747747,1.1068182,1.196806,1.8843141,1.2420521,0.9236483,1.0543349,2.9274635,1.2209557,0.74168617
ADAM17,1.8071073,0.8617922,0.89757895,1.0076966,0.70447725,0.85482925,1.4901932,1.3438973,1.0269074,1.1649089,1.802816,1.4222978,0.87750983,1.3257487,1.9139616,1.4833724,0.9281683
ADAM12,0.26681316,0.3596184,0.022705292,0.051035907,0.016514696,0.10430851,0.145269,0.8405296,0.0,1.043736,0.33154106,0.33936664,0.18578362,0.27518323,0.32159102,0.12496837,0.047134556
ADAMTS1,0.60023797,0.7198583,0.051910713,0.23653951,0.042978425,0.052701898,0.48255476,0.80962634,0.0,0.6760902,0.44979218,0.33553308,0.060443934,0.17073005,1.0717479,0.2535993,0.069251776
ADAMTS2,0.0855283,0.040110692,0.051644664,0.11991609,0.05684694,0.00765484,0.06844328,0.302107,0.0,0.47896758,0.23049666,0.13852808,0.08957823,0.074430086,0.16239636,0.086867966,0.031663142
ADAMTS4,0.057931244,0.048710205,0.016399847,0.023916513,0.12119644,0.44092175,0.070219986,0.17134243,0.041619293,0.4145956,0.055734616,0.047057416,0.077232346,0.10166555,0.15718827,0.046300247,0.060686078
ADAMTS5,0.049474895,0.15977575,0.07131084,0.026547996,0.12069196,0.0022141684,0.03220343,0.20701756,0.0,0.23922633,0.028868383,0.06162924,0.10972394,0.059467193,0.029195562,0.01930103,0.084913425
ADAMTS13,0.16212355,0.06479845,0.034427263,0.036852352,0.087065525,0.049937576,0.09086728,0.10841474,0.0,0.060483105,0.11254563,0.08864342,0.08706206,0.064552754,0.15291911,0.059507474,0.06784954
LOX,0.64059544,0.1601359,0.080602415,0.18385464,0.06393312,0.013063211,0.6633689,0.9197944,0.04601873,0.14997828,0.07553502,0.24774025,0.04904943,0.15525588,0.0852188,0.65111244,0.17203702
LOXL1,0.59273916,1.1186088,0.3236392,0.25814772,0.12883216,0.021241313,0.64355385,1.0268608,0.24117036,0.84190387,0.9419427,0.45561886,0.43471217,0.21539252,1.2299119,0.4794361,0.09541136
LOXL2,0.09791775,0.046518743,0.03469457,0.03483632,0.05495378,0.01241973,0.06418637,0.6759523,0.0,0.63689566,0.4274747,0.16529885,0.095542654,0.10877174,0.8991473,0.09962016,0.05347885
LOXL3,0.29320145,0.24993472,0.1924101,0.19485943,0.10526877,0.11506898,0.23812465,0.393589,0.54614764,0.70574856,0.54885495,0.3148394,0.13527577,0.26724336,0.17446366,0.29283,0.09867246
LOXL4,0.016805561,0.022697372,0.0036273855,0.0051081656,0.0012324668,0.0,0.011093232,0.056816213,0.0,0.041163716,0.028310642,0.02267323,0.014009001,0.008368291,0.03951557,0.010937505,0.0017715507
TGM2,0.018073253,0.010140203,0.007307328,0.00512663,0.004840393,0.0,0.011709469,0.12235949,0.22475609,0.03906074,0.028986307,0.018419413,0.0053097764,0.011707859,0.08619161,0.011063559,0.0028802336
CCN1,0.046890516,0.50497454,0.035776485,0.15339252,0.01768764,0.0,0.10711719,0.22055373,0.0,0.19582754,0.36917892,0.25811753,0.023203086,0.0697301,0.027998434,0.18022215,0.013274693
CCN2,0.0057946946,0.5423121,0.005848681,0.03293077,0.0076069543,0.0,0.008259832,0.10266198,0.0,0.054700315,0.3575305,0.27416837,0.032582413,0.006179605,0.022449132,0.0323783,0.009271025
CCN3,0.020306889,0.15058795,0.003916424,0.016966483,0.053088155,0.0,0.026670448,0.051185936,0.0,0.017974649,0.0100891255,0.088461235,0.032074075,0.00913961,0.0,0.021882819,0.017559884
CCN4,0.0030985735,0.00025535072,0.0,0.0,1.0227222e-05,0.0,0.00093847833,0.033354335,0.0,0.006104512,0.0013351861,0.010410348,0.002103092,0.0,0.0,0.0,8.630143e-05
CCN5,0.0013944005,0.0025632912,0.00058096874,0.0030923341,0.0041852864,0.0,0.003246651,0.011999988,0.0,0.0027638283,0.0020936916,0.008018104,0.011453038,0.000986336,0.0,0.0022619094,0.009592864
CCN6,0.0008393095,0.00035083847,0.0,0.00011586037,0.00028155374,0.0,0.00019386533,0.0050751353,0.0,0.0020985126,0.0024680498,0.0028162878,0.0015978893,0.0016635852,0.0,0.00019422673,0.0005402271
TGFB1,0.8314477,0.118814774,0.28605112,0.11043115,0.10448924,0.055459797,0.43661904,0.9981288,1.6126121,0.3615648,0.33640236,0.23684339,0.10841772,0.1767054,2.7379956,0.15512684,0.066014044
TGFB2,1.2894902,0.166895,0.01484166,0.03663224,0.10470504,0.36402878,0.7041052,1.5911466,0.05002997,0.26008967,0.3947228,0.5205334,0.099985495,0.9754704,0.06441502,0.20398231,0.20546304
TGFB3,0.18723375,0.1222051,0.07189604,0.036442876,0.06198227,0.11617898,0.10824849,0.40523902,0.041619293,0.03146203,0.02796617,0.05488141,0.03552167,0.07385305,0.043343626,0.051398527,0.047458578
BMP1,0.45766377,0.16722906,0.14233778,0.16297498,0.13040414,0.2225055,0.28509256,0.8662412,0.09174907,0.50572145,0.38414407,0.23348783,0.11734439,0.2913138,0.4991671,0.28346533,0.16563836
BMP2,0.03522991,0.21214534,0.029220643,0.06372932,0.03217677,0.0,0.046300992,0.17050353,0.23563805,0.033060748,0.22748409,0.13283691,0.057397567,0.3949786,3.1275399,0.04707282,0.12684654
BMP4,0.07037282,0.59549266,0.00027782124,0.004753591,0.009790718,0.1703107,0.015102702,0.2859635,0.0,0.09053511,0.18340121,0.073120594,0.021301432,0.017492767,1.3989518,0.029437827,0.006447838
BMP7,2.5162284,1.6330903,0.76139647,0.8543443,0.17069578,0.36740068,2.0637217,1.0486071,0.0,0.45838556,1.3500315,0.8573148,0.2509892,1.2943208,2.1644022,1.3160756,0.37075463
LMNA,2.7131014,1.4612281,0.8804672,0.80080307,0.7930934,1.8251308,1.9157784,3.0925686,1.9504058,3.860882,1.6321816,1.5528283,0.99715865,1.4485009,2.204029,1.2023476,1.0618446
LMNB1,0.40911737,0.90905917,4.1041355,2.667199,1.07899,0.20815381,1.1819731,0.3621746,0.28106302,0.6430164,2.3884096,1.2881163,0.90917355,1.4580965,3.1045444,3.142809,1.0350772
LMNB2,0.4473451,0.48166314,1.619246,0.8985399,0.42935684,0.31818163,0.6206276,0.41774282,0.40199822,0.5208567,1.321022,0.68873423,0.4388142,0.7682341,2.2546794,1.4329009,0.4930272
EMD,1.740349,1.263909,2.136018,1.6765546,1.3605303,1.3031867,1.9172186,1.9165385,1.6343594,1.4365593,2.1145844,1.5039519,1.1186191,1.4449592,2.8000982,2.0147812,1.3105202
SYNE1,1.7391894,0.8496974,0.41559827,0.5234371,0.72139233,0.15433168,1.4184731,1.3709593,0.15068348,0.9448877,0.58600384,0.8047982,0.7483977,1.7474174,0.22411586,0.90350145,0.93873453
SYNE2,2.5202148,2.938189,6.201833,5.2062707,2.5204887,0.39032042,3.6211612,0.8481365,0.31021786,1.357555,3.291586,1.9767529,1.4903775,2.3982718,2.516255,4.6560507,2.6307435
SUN1,1.4653757,1.0416224,1.2185309,1.0199445,1.2317735,0.9433871,1.2031239,1.6543059,0.50984186,1.068109,1.421305,1.2361902,1.0714823,1.211733,1.6959953,1.2796396,1.143799
SUN2,0.38622397,0.24294183,1.0055592,0.35153615,0.97097147,2.4085674,0.4475658,0.36704808,0.5226948,0.46385136,0.35780162,0.36885023,0.655873,0.55080223,0.43495023,0.75782156,0.7596685
ACTA2,0.4067212,0.26790714,0.016064262,0.05179407,0.022058412,3.8430758,0.3376632,0.84039426,0.050578825,0.3894663,0.41080487,0.6437047,0.07579285,0.13395141,0.35358524,0.23448578,0.047052782
ACTB,7.7551937,7.4059777,8.227663,7.6654077,7.950196,7.4772363,7.782776,7.2305975,8.269867,7.6831436,7.020366,7.5154133,7.3959136,7.828065,8.127177,8.197197,8.00224
MYH9,0.73950607,0.67350703,0.47410485,0.3080701,0.27497074,0.29954362,0.5341689,1.084124,1.8375844,1.0147353,1.4147823,0.489247,0.23298295,0.37676227,2.3583891,0.5662365,0.29341966
MYH10,1.8410419,1.7400533,3.3625166,2.2994745,1.7988924,0.81799656,1.8557297,1.7879554,0.27244097,1.5267801,3.4986348,2.1155548,2.0063844,2.118669,4.2871203,2.8808997,2.0963902
FLNA,2.5249908,1.6554445,1.3658303,1.3330814,0.5866579,1.9731865,2.0837395,2.138414,0.45869678,2.3951733,2.4313056,1.5547239,0.48214486,0.9048889,3.6176193,1.7835795,0.6046304
FLNB,0.14609334,0.70017546,0.24267496,0.3127237,0.346304,0.28151453,0.25301066,1.1704735,0.42337024,0.6185473,1.0044241,0.58020663,0.33109507,0.2842785,2.2487695,0.36358553,0.24957028
SRF,0.5846658,0.31029803,0.3615401,0.27468076,0.33317062,0.61407775,0.38905385,0.31673908,0.4997279,0.28268385,0.46607545,0.35435954,0.24282718,0.48328635,0.94996965,0.5324805,0.37828967
RHOA,5.4294624,3.179174,4.4098053,3.8886583,2.475262,3.4240706,4.8000736,4.626585,5.4408636,5.019468,4.5480366,3.698738,2.4628656,3.8597932,5.911214,4.5290403,2.446507
ROCK1,1.7638108,1.1421055,2.6524878,1.8742912,1.5727829,0.6523489,1.6897728,1.3914667,1.490019,1.5687472,2.5077507,1.506479,1.4661942,2.130452,3.3600938,2.2790046,1.8640618
ROCK2,1.8588475,0.8233559,2.0508957,2.003272,1.5918552,0.44607624,1.8667839,1.3367271,0.90496355,1.4903921,1.9403726,1.233919,1.2291254,1.8641866,2.1504467,1.917266,1.4407402
RAC1,6.0958877,4.731166,5.6119947,5.1808395,5.4616218,5.906838,5.8756022,5.099959,5.8591743,5.2328396,4.974703,4.7693815,4.6219625,5.456823,6.045858,5.3413057,5.1275992
CDC42,4.430134,4.0346174,3.750585,3.2666183,5.155205,3.290267,4.2331553,4.4173956,4.2746916,3.8067448,4.20349,3.7103024,4.880094,4.4209976,5.4543943,4.6498137,5.195643
